ID,prestasi-1,jenjang_prestasi-1,prestasi-2,jenjang_prestasi-2,prestasi-3,jenjang_prestasi-3,gol_ukt,lulus_tpb,ip_tpb
760,0,0,0,0,0,0,4,0,1.78
761,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Sekolah,Olimpiade Fisika,Sekolah,0,1,3.08
762,0,0,0,0,0,0,5,1,2.40
763,0,0,0,0,0,0,7,1,2.96
764,0,0,0,0,0,0,6,1,3.10
765,0,0,0,0,0,0,7,1,2.72
766,Olimpiade Fisika,Propinsi,Olimpiade Matematika,Propinsi,Olimpiade (Lainnya),Propinsi,2,1,3.17
767,Olimpiade (Lainnya),Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade Fisika,Propinsi,2,1,2.93
768,0,0,0,0,0,0,3,1,2.51
769,0,0,0,0,0,0,5,1,2.38
770,0,0,0,0,0,0,4,1,3.36
771,Seni Suara/Musik,Kabupaten/Kodya,0,0,0,0,4,1,3.49
772,0,0,0,0,0,0,3,1,2.67
773,0,0,0,0,0,0,2,1,2.86
774,Olimpiade (Lainnya),Nasional,0,0,0,0,5,1,3.31
775,0,0,0,0,0,0,6,1,3.17
776,0,0,0,0,0,0,9,1,3.17
777,0,0,0,0,0,0,2,1,3.29
778,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,6,1,3.85
779,0,0,0,0,0,0,4,1,3.31
780,Olimpiade (Lainnya),Kabupaten/Kodya,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,6,1,3.86
781,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,0,0.17
782,0,0,0,0,0,0,6,1,2.75
783,Olimpiade (Lainnya),Propinsi,0,0,0,0,2,1,3.85
784,0,0,0,0,0,0,6,1,3.56
785,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Seni Rupa/Lukis,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,6,1,3.25
786,0,0,0,0,0,0,5,1,2.56
787,Seni Suara/Musik,Kabupaten/Kodya,0,0,0,0,9,1,3.78
788,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Penelitian,Nasional,5,1,3.36
789,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,7,0,0.97
790,Olahraga,Kabupaten/Kodya,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,Olimpiade Astronomi & Astrofisika,Propinsi,3,1,3.06
791,Olimpiade Matematika,Nasional,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,1,2.79
792,0,0,0,0,0,0,4,1,2.79
793,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Penelitian,Nasional,4,1,3.17
794,0,0,0,0,0,0,5,1,3.31
795,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,6,1,3.03
796,0,0,0,0,0,0,6,1,2.86
797,0,0,0,0,0,0,3,1,3.58
798,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Penelitian,Sekolah,0,0,7,1,3.06
799,0,0,0,0,0,0,0,1,2.44
800,0,0,0,0,0,0,5,1,3.28
801,0,0,0,0,0,0,0,1,3.79
802,0,0,0,0,0,0,4,1,3.92
803,0,0,0,0,0,0,3,1,3.22
804,Olimpiade Komputer,Nasional,0,0,0,0,8,1,2.72
805,Drama/Sastra,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Seni Tari,Kabupaten/Kodya,3,1,2.78
806,Penelitian,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Seni Rupa/Lukis,Nasional,5,1,2.06
807,Seni Suara/Musik,Propinsi,0,0,0,0,5,0,0.00
808,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,1,0,0.00
809,Seni Rupa/Lukis,Kabupaten/Kodya,Seni Rupa/Lukis,Propinsi,Seni Rupa/Lukis,Nasional,3,1,2.50
810,Olimpiade (Lainnya),Nasional,0,0,0,0,6,1,3.08
811,Penelitian,Nasional,Penelitian,Nasional,Penelitian,Nasional,5,1,3.14
812,0,0,0,0,0,0,7,1,2.92
813,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,1,2.93
814,0,0,0,0,0,0,9,1,3.75
815,Drama/Sastra,Kabupaten/Kodya,Drama/Sastra,Kabupaten/Kodya,Drama/Sastra,Propinsi,7,1,2.78
816,0,0,0,0,0,0,6,1,3.53
817,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Sekolah,2,0,0.58
818,0,0,0,0,0,0,4,1,3.17
819,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Sekolah,2,1,3.31
820,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,Olimpiade Fisika,Propinsi,5,1,3.49
821,0,0,0,0,0,0,7,1,2.40
822,0,0,0,0,0,0,0,1,3.24
823,0,0,0,0,0,0,6,0,0.00
824,0,0,0,0,0,0,3,1,3.19
825,0,0,0,0,0,0,3,0,0.86
826,0,0,0,0,0,0,4,1,3.29
827,0,0,0,0,0,0,4,1,2.61
828,0,0,0,0,0,0,3,0,0.17
829,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,5,1,2.44
830,0,0,0,0,0,0,2,0,0.00
831,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,3,1,2.43
832,Seni Rupa/Lukis,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,5,1,3.28
833,0,0,0,0,0,0,4,1,3.25
834,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Propinsi,0,0,7,0,0.00
835,0,0,0,0,0,0,6,0,0.11
836,0,0,0,0,0,0,7,0,0.22
837,0,0,0,0,0,0,2,1,3.36
838,0,0,0,0,0,0,3,1,2.89
839,0,0,0,0,0,0,5,1,2.89
840,0,0,0,0,0,0,4,1,2.82
841,0,0,0,0,0,0,3,1,2.18
842,0,0,0,0,0,0,6,1,2.61
843,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,8,1,2.33
844,Drama/Sastra,Propinsi,0,0,0,0,6,1,3.14
845,0,0,0,0,0,0,3,1,2.89
846,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,6,1,3.21
847,0,0,0,0,0,0,3,1,3.33
848,Olahraga,Propinsi,Olahraga,Nasional,0,0,5,1,2.92
849,0,0,0,0,0,0,1,1,3.14
850,0,0,0,0,0,0,3,1,2.64
851,Olahraga,Kabupaten/Kodya,Olahraga,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,1,2.89
852,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,0,0,3,1,3.03
853,Drama/Sastra,Kabupaten/Kodya,Drama/Sastra,Nasional,0,0,4,1,3.26
854,0,0,0,0,0,0,2,1,3.21
855,Drama/Sastra,Kabupaten/Kodya,0,0,0,0,3,0,0.17
856,0,0,0,0,0,0,5,1,2.47
857,0,0,0,0,0,0,3,1,2.58
858,0,0,0,0,0,0,3,1,2.56
859,0,0,0,0,0,0,5,1,3.11
860,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,4,1,3.26
861,0,0,0,0,0,0,3,1,3.44
862,Olahraga,Propinsi,Olahraga,Propinsi,0,0,6,1,2.97
863,0,0,0,0,0,0,4,0,0.00
864,Penelitian,Nasional,Olimpiade Matematika,Kabupaten/Kodya,Penelitian,Kabupaten/Kodya,6,1,2.68
865,0,0,0,0,0,0,4,1,2.42
866,0,0,0,0,0,0,4,1,2.11
867,0,0,0,0,0,0,5,1,2.86
868,0,0,0,0,0,0,5,1,2.28
869,0,0,0,0,0,0,6,1,3.06
870,0,0,0,0,0,0,5,1,3.17
871,0,0,0,0,0,0,8,0,0.31
872,Olimpiade Biologi,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,1,2.22
873,Pramuka/Organisasi Ekstrakurikuler,Nasional,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,2,1,2.81
874,0,0,0,0,0,0,3,1,3.39
875,0,0,0,0,0,0,4,1,2.72
876,0,0,0,0,0,0,2,1,3.00
877,0,0,0,0,0,0,5,1,2.90
878,0,0,0,0,0,0,6,1,2.46
879,0,0,0,0,0,0,3,1,2.39
880,Olimpiade (Lainnya),Propinsi,Drama/Sastra,Propinsi,0,0,9,1,3.78
881,0,0,0,0,0,0,3,1,2.43
882,0,0,0,0,0,0,6,1,3.53
883,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,1,3.65
884,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,9,1,3.49
885,0,0,0,0,0,0,0,1,2.88
886,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,2,1,3.56
887,0,0,0,0,0,0,4,1,2.69
888,0,0,0,0,0,0,3,1,2.49
889,0,0,0,0,0,0,7,1,2.82
890,Olimpiade (Lainnya),Propinsi,0,0,0,0,5,1,3.83
891,Olahraga,Propinsi,Olahraga,Propinsi,Olahraga,Propinsi,0,1,3.35
892,0,0,0,0,0,0,3,1,2.93
893,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,5,1,2.67
894,0,0,0,0,0,0,5,0,0.00
895,0,0,0,0,0,0,4,1,3.03
896,0,0,0,0,0,0,5,1,3.17
897,0,0,0,0,0,0,0,1,3.61
898,Olimpiade (Lainnya),Sekolah,Olimpiade Ilmu Kebumian,Kabupaten/Kodya,Olimpiade Ilmu Kebumian,Propinsi,0,1,2.96
899,Olimpiade Biologi,Kabupaten/Kodya,Olimpiade Biologi,Kabupaten/Kodya,0,0,3,1,3.15
900,Olimpiade Matematika,Propinsi,Olimpiade Matematika,Kabupaten/Kodya,0,0,2,1,3.39
901,0,0,0,0,0,0,3,1,3.89
902,Olimpiade Geografi,Propinsi,Olimpiade (Lainnya),Nasional,Olimpiade Ilmu Kebumian,Propinsi,6,1,2.49
903,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,0,0,7,0,0.00
904,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,9,1,3.64
905,0,0,0,0,0,0,4,1,2.92
906,0,0,0,0,0,0,0,1,3.75
907,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,1,3.53
908,0,0,0,0,0,0,2,1,2.61
909,0,0,0,0,0,0,3,1,3.10
910,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,2,1,3.03
911,0,0,0,0,0,0,3,1,2.11
912,0,0,0,0,0,0,7,1,2.43
913,0,0,0,0,0,0,3,1,3.33
914,0,0,0,0,0,0,6,1,3.15
915,0,0,0,0,0,0,3,1,3.03
916,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,6,1,3.36
917,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,0,0,5,1,2.75
918,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,0,0,6,1,3.00
919,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,6,1,3.03
920,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,2,1,2.82
921,Penelitian,Propinsi,Penelitian,Nasional,Penelitian,Nasional,3,0,0.00
922,0,0,0,0,0,0,0,1,3.47
923,0,0,0,0,0,0,2,1,2.36
924,0,0,0,0,0,0,3,1,2.99
925,0,0,0,0,0,0,9,1,3.28
926,0,0,0,0,0,0,5,1,2.97
927,Drama/Sastra,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,6,1,3.03
928,Seni Suara/Musik,Propinsi,0,0,0,0,6,1,2.19
929,Olimpiade Matematika,Propinsi,0,0,0,0,6,1,2.81
930,0,0,0,0,0,0,3,1,2.82
931,0,0,0,0,0,0,6,0,1.53
932,0,0,0,0,0,0,2,1,3.58
933,0,0,0,0,0,0,7,1,2.94
934,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,1,3.86
935,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,Olimpiade Astronomi & Astrofisika,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,6,0,0.00
936,0,0,0,0,0,0,6,1,2.92
937,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Matematika,Kabupaten/Kodya,0,0,5,0,0.00
938,Olahraga,Propinsi,Olimpiade Fisika,Kabupaten/Kodya,Olahraga,Propinsi,7,0,1.39
939,0,0,0,0,0,0,3,1,3.39
940,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olahraga,Propinsi,Olimpiade Kimia,Nasional,0,1,3.58
941,0,0,0,0,0,0,3,1,2.15
942,0,0,0,0,0,0,4,1,2.78
943,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,1,2.68
944,0,0,0,0,0,0,5,1,2.58
945,0,0,0,0,0,0,3,1,2.89
946,0,0,0,0,0,0,6,1,2.89
947,0,0,0,0,0,0,8,0,0.00
948,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,0,0,5,1,3.63
949,Olimpiade Fisika,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,6,1,3.26
950,Olimpiade (Lainnya),Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,0,0.00
951,0,0,0,0,0,0,6,1,2.92
952,Olimpiade Matematika,Sekolah,Olimpiade (Lainnya),Sekolah,Olimpiade Kimia,Sekolah,9,1,2.63
953,0,0,0,0,0,0,8,0,0.00
954,Drama/Sastra,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade (Lainnya),Propinsi,4,1,2.11
955,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,5,1,2.72
956,0,0,0,0,0,0,2,1,3.61
957,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olahraga,Propinsi,4,1,3.13
958,0,0,0,0,0,0,7,1,2.36
959,0,0,0,0,0,0,8,1,2.11
960,0,0,0,0,0,0,5,1,2.31
961,0,0,0,0,0,0,6,0,0.00
962,Seni Tari,Propinsi,0,0,0,0,5,1,2.75
963,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,2,1,2.58
964,0,0,0,0,0,0,5,1,3.44
965,Drama/Sastra,Propinsi,Olimpiade Biologi,Nasional,Olimpiade Biologi,Nasional,4,0,0.00
966,Seni Rupa/Lukis,Propinsi,Seni Rupa/Lukis,Propinsi,Seni Rupa/Lukis,Propinsi,7,1,3.17
967,Olimpiade Kimia,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Nasional,5,1,2.89
968,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,2,1,3.14
969,0,0,0,0,0,0,4,1,3.58
970,Seni Tari,Nasional,Seni Tari,Nasional,Pramuka/Organisasi Ekstrakurikuler,Sekolah,8,1,3.14
971,0,0,0,0,0,0,2,1,2.67
972,0,0,0,0,0,0,6,0,0.00
973,Olimpiade Kimia,Kabupaten/Kodya,0,0,0,0,5,1,2.39
974,0,0,0,0,0,0,6,1,3.28
975,0,0,0,0,0,0,4,1,2.67
976,0,0,0,0,0,0,4,1,2.92
977,0,0,0,0,0,0,2,1,3.21
978,0,0,0,0,0,0,9,1,3.58
979,0,0,0,0,0,0,6,1,2.92
980,0,0,0,0,0,0,5,1,3.06
981,0,0,0,0,0,0,7,1,2.90
982,Olimpiade Astronomi & Astrofisika,Propinsi,Olimpiade Astronomi & Astrofisika,Propinsi,Olimpiade Astronomi & Astrofisika,Propinsi,7,1,3.08
983,0,0,0,0,0,0,4,1,3.11
984,0,0,0,0,0,0,2,1,3.61
985,0,0,0,0,0,0,7,1,2.92
986,0,0,0,0,0,0,5,1,2.72
987,Olahraga,Propinsi,Olahraga,Propinsi,Olahraga,Propinsi,4,1,2.94
988,Drama/Sastra,Propinsi,Drama/Sastra,Propinsi,0,0,2,1,3.67
989,0,0,0,0,0,0,3,1,2.58
990,0,0,0,0,0,0,4,1,3.49
991,0,0,0,0,0,0,6,1,3.19
992,0,0,0,0,0,0,4,1,3.19
993,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olahraga,Propinsi,0,0,0,1,3.14
994,0,0,0,0,0,0,4,1,2.79
995,0,0,0,0,0,0,5,1,2.97
996,0,0,0,0,0,0,5,1,3.36
997,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,1,3.32
998,0,0,0,0,0,0,1,1,3.47
999,0,0,0,0,0,0,6,1,3.07
1000,0,0,0,0,0,0,4,1,2.14
1001,Seni Tari,Sekolah,0,0,0,0,3,1,2.61
1002,0,0,0,0,0,0,5,1,2.94
1003,0,0,0,0,0,0,6,1,3.43
1004,0,0,0,0,0,0,3,1,2.89
1005,0,0,0,0,0,0,6,1,2.88
1006,Olimpiade Matematika,Nasional,0,0,0,0,3,1,3.07
1007,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,4,1,2.25
1008,Seni Suara/Musik,Kabupaten/Kodya,Drama/Sastra,Kabupaten/Kodya,0,0,3,1,2.78
1009,0,0,0,0,0,0,4,1,3.53
1010,0,0,0,0,0,0,4,1,2.81
1011,0,0,0,0,0,0,6,1,2.72
1012,0,0,0,0,0,0,0,1,2.74
1013,0,0,0,0,0,0,3,1,2.31
1014,0,0,0,0,0,0,3,1,2.42
1015,0,0,0,0,0,0,2,1,3.21
1016,0,0,0,0,0,0,5,1,3.58
1017,0,0,0,0,0,0,4,0,0.00
1018,0,0,0,0,0,0,6,0,0.81
1019,Olimpiade (Lainnya),Nasional,0,0,0,0,6,1,3.06
1020,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,0,0,0,0,8,0,0.00
1021,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,4,1,3.69
1022,0,0,0,0,0,0,2,1,3.11
1023,0,0,0,0,0,0,6,1,2.92
1024,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Sekolah,5,1,2.58
1025,0,0,0,0,0,0,6,1,3.11
1026,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,2,1,3.69
1027,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,6,1,2.75
1028,Olimpiade Matematika,Nasional,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,5,1,3.28
1029,0,0,0,0,0,0,3,1,3.36
1030,0,0,0,0,0,0,9,1,2.72
1031,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,3,1,3.15
1032,Seni Suara/Musik,Propinsi,0,0,0,0,3,1,3.42
1033,0,0,0,0,0,0,4,1,2.53
1034,0,0,0,0,0,0,4,1,3.72
1035,0,0,0,0,0,0,3,1,3.19
1036,Drama/Sastra,Sekolah,0,0,0,0,7,1,3.61
1037,0,0,0,0,0,0,9,1,3.11
1038,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,5,0,2.44
1039,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,2,1,2.47
1040,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,0,0,9,1,3.72
1041,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,6,1,2.88
1042,0,0,0,0,0,0,6,1,3.47
1043,Olahraga,Propinsi,0,0,0,0,4,1,2.92
1044,0,0,0,0,0,0,4,1,2.83
1045,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,0,0,5,0,1.53
1046,Olahraga,Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,0,0,3,1,3.35
1047,0,0,0,0,0,0,8,1,2.54
1048,0,0,0,0,0,0,4,1,2.94
1049,0,0,0,0,0,0,7,1,2.58
1050,0,0,0,0,0,0,6,1,2.72
1051,0,0,0,0,0,0,4,1,3.07
1052,Olimpiade Biologi,Kabupaten/Kodya,Olimpiade Biologi,Nasional,0,0,5,1,2.67
1053,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,5,1,3.42
1054,0,0,0,0,0,0,5,0,0.00
1055,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,3,1,3.28
1056,0,0,0,0,0,0,2,1,3.64
1057,Olimpiade (Lainnya),Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,9,1,3.19
1058,0,0,0,0,0,0,4,0,0.00
1059,Seni Rupa/Lukis,Propinsi,0,0,0,0,7,1,2.60
1060,0,0,0,0,0,0,4,1,2.42
1061,Drama/Sastra,Propinsi,Drama/Sastra,Propinsi,0,0,6,1,2.94
1062,Olimpiade Komputer,Kabupaten/Kodya,0,0,0,0,2,1,3.10
1063,0,0,0,0,0,0,5,1,3.22
1064,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade Kimia,Nasional,Olimpiade Kimia,Nasional,6,1,3.64
1065,0,0,0,0,0,0,9,1,2.89
1066,0,0,0,0,0,0,6,0,0.00
1067,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,4,1,2.53
1068,0,0,0,0,0,0,5,1,3.17
1069,0,0,0,0,0,0,7,1,3.38
1070,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,8,1,3.11
1071,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,6,0,0.00
1072,0,0,0,0,0,0,5,0,0.00
1073,0,0,0,0,0,0,7,1,2.39
1074,0,0,0,0,0,0,3,1,3.60
1075,0,0,0,0,0,0,6,0,1.47
1076,0,0,0,0,0,0,1,1,3.71
1077,0,0,0,0,0,0,6,0,0.33
1078,0,0,0,0,0,0,6,1,2.92
1079,0,0,0,0,0,0,7,1,2.40
1080,0,0,0,0,0,0,6,1,3.08
1081,0,0,0,0,0,0,5,1,2.94
1082,0,0,0,0,0,0,6,1,2.64
1083,Olimpiade Komputer,Nasional,0,0,0,0,3,0,1.14
1084,Seni Suara/Musik,Kabupaten/Kodya,0,0,0,0,9,1,2.81
1085,Olahraga,Sekolah,0,0,0,0,6,1,3.19
1086,0,0,0,0,0,0,4,1,2.89
1087,0,0,0,0,0,0,0,1,3.07
1088,Olahraga,Kabupaten/Kodya,Olahraga,Sekolah,0,0,5,1,2.38
1089,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,4,1,3.53
1090,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,1,1,2.94
1091,0,0,0,0,0,0,3,1,2.75
1092,0,0,0,0,0,0,3,1,2.53
1093,0,0,0,0,0,0,9,1,3.47
1094,0,0,0,0,0,0,2,0,0.42
1095,0,0,0,0,0,0,4,1,2.82
1096,0,0,0,0,0,0,4,1,2.49
1097,0,0,0,0,0,0,7,1,2.97
1098,0,0,0,0,0,0,0,1,3.00
1099,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,5,1,3.71
1100,0,0,0,0,0,0,4,1,3.03
1101,0,0,0,0,0,0,0,1,3.38
1102,0,0,0,0,0,0,2,1,2.61
1103,Olimpiade (Lainnya),Nasional,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade (Lainnya),Propinsi,6,1,2.89
1104,0,0,0,0,0,0,3,0,1.61
1105,0,0,0,0,0,0,2,1,3.69
1106,0,0,0,0,0,0,3,1,2.17
1107,0,0,0,0,0,0,6,1,2.64
1108,0,0,0,0,0,0,3,0,0.00
1109,0,0,0,0,0,0,6,1,2.67
1110,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,4,1,3.51
1111,0,0,0,0,0,0,5,1,2.97
1112,0,0,0,0,0,0,6,1,3.31
1113,0,0,0,0,0,0,3,1,2.85
1114,0,0,0,0,0,0,1,1,2.58
1115,Seni Suara/Musik,Sekolah,Penelitian,Sekolah,Olimpiade Kimia,Sekolah,3,0,0.00
1116,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,1,3.67
1117,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,3,1,2.14
1118,0,0,0,0,0,0,5,1,2.72
1119,0,0,0,0,0,0,2,1,2.81
1120,0,0,0,0,0,0,5,0,0.00
1121,Drama/Sastra,Sekolah,Seni Rupa/Lukis,Propinsi,0,0,5,1,3.36
1122,0,0,0,0,0,0,1,1,3.08
1123,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,2,1,3.14
1124,0,0,0,0,0,0,3,1,3.11
1125,0,0,0,0,0,0,2,1,3.03
1126,0,0,0,0,0,0,4,1,2.93
1127,0,0,0,0,0,0,4,1,3.32
1128,Drama/Sastra,Sekolah,Olimpiade Biologi,Nasional,0,0,6,1,3.19
1129,0,0,0,0,0,0,6,1,3.51
1130,0,0,0,0,0,0,2,1,3.06
