ID,prestasi-1,jenjang_prestasi-1,prestasi-2,jenjang_prestasi-2,prestasi-3,jenjang_prestasi-3,gol_ukt,lulus_tpb,ip_tpb
1,0,0,0,0,0,0,3,1,2.44
2,Seni Suara/Musik,Sekolah,0,0,0,0,3,0,0.94
3,Olimpiade (Lainnya),Propinsi,Drama/Sastra,Nasional,0,0,0,1,2.84
4,Olahraga,Nasional,Olahraga,Nasional,Olahraga,Internasional,7,1,2.08
5,0,0,0,0,0,0,4,1,2.32
6,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,4,1,2.36
7,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Nasional,9,1,2.68
8,Olimpiade Fisika,Propinsi,0,0,0,0,8,1,2.33
9,0,0,0,0,0,0,2,1,2.39
10,Olimpiade (Lainnya),Nasional,Olimpiade (Lainnya),Nasional,Olimpiade (Lainnya),Nasional,4,1,2.46
11,Seni Suara/Musik,Propinsi,0,0,0,0,2,1,2.15
12,0,0,0,0,0,0,6,1,2.61
13,Olimpiade Fisika,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade Fisika,Propinsi,3,1,2.51
14,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Komputer,Propinsi,Olimpiade Komputer,Propinsi,7,1,2.53
15,0,0,0,0,0,0,1,1,2.26
16,Seni Rupa/Lukis,Sekolah,0,0,0,0,8,0,1.14
17,0,0,0,0,0,0,2,1,3.50
18,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olahraga,Propinsi,Olimpiade (Lainnya),Propinsi,7,1,2.60
19,0,0,0,0,0,0,9,1,2.49
20,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,4,1,2.32
21,0,0,0,0,0,0,6,1,2.49
22,Olahraga,Propinsi,Olahraga,Propinsi,Olahraga,Propinsi,7,1,2.22
23,0,0,0,0,0,0,1,1,2.92
24,0,0,0,0,0,0,8,1,2.38
25,0,0,0,0,0,0,5,1,2.35
26,0,0,0,0,0,0,3,1,2.72
27,0,0,0,0,0,0,4,1,3.81
28,Olahraga,Propinsi,Olahraga,Kabupaten/Kodya,0,0,10,1,2.43
29,0,0,0,0,0,0,3,1,2.72
30,0,0,0,0,0,0,2,1,3.14
31,0,0,0,0,0,0,5,0,1.33
32,Olimpiade Biologi,Kabupaten/Kodya,Olimpiade (Lainnya),Internasional,Olimpiade (Lainnya),Internasional,6,1,2.50
33,0,0,0,0,0,0,2,1,2.33
34,0,0,0,0,0,0,7,1,3.07
35,Olimpiade Kimia,Propinsi,Olimpiade Kimia,Propinsi,Olimpiade Biologi,Nasional,6,1,3.11
36,0,0,0,0,0,0,5,1,2.14
37,0,0,0,0,0,0,9,1,2.46
38,0,0,0,0,0,0,0,1,2.53
39,0,0,0,0,0,0,6,1,2.54
40,0,0,0,0,0,0,8,0,0.00
41,0,0,0,0,0,0,9,1,2.63
42,Drama/Sastra,Propinsi,Seni Rupa/Lukis,Propinsi,Seni Rupa/Lukis,Propinsi,2,1,2.25
43,0,0,0,0,0,0,0,1,2.58
44,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,7,1,2.43
45,0,0,0,0,0,0,3,0,0.00
46,0,0,0,0,0,0,7,0,0.00
47,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,7,1,2.01
48,Olimpiade Kimia,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade Matematika,Internasional,1,1,2.31
49,0,0,0,0,0,0,2,1,2.94
50,0,0,0,0,0,0,7,1,2.46
51,0,0,0,0,0,0,2,1,2.64
52,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,1,1,2.50
53,0,0,0,0,0,0,0,1,2.67
54,0,0,0,0,0,0,3,1,2.17
55,0,0,0,0,0,0,3,0,0.94
56,0,0,0,0,0,0,9,1,2.66
57,0,0,0,0,0,0,4,1,2.22
58,0,0,0,0,0,0,3,1,2.46
59,0,0,0,0,0,0,3,1,2.76
60,0,0,0,0,0,0,0,1,2.21
61,0,0,0,0,0,0,0,1,3.75
62,0,0,0,0,0,0,8,1,2.28
63,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,3,1,2.24
64,0,0,0,0,0,0,3,1,2.31
65,0,0,0,0,0,0,3,1,2.38
66,0,0,0,0,0,0,2,1,2.44
67,0,0,0,0,0,0,6,1,2.74
68,0,0,0,0,0,0,4,1,2.71
69,0,0,0,0,0,0,3,1,2.28
70,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,3,0,1.10
71,0,0,0,0,0,0,10,1,3.17
72,0,0,0,0,0,0,9,1,2.75
73,0,0,0,0,0,0,6,1,2.24
74,0,0,0,0,0,0,7,1,2.03
75,0,0,0,0,0,0,0,1,3.53
76,Drama/Sastra,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,4,0,0.86
77,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Nasional,5,1,3.13
78,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Biologi,Propinsi,Olimpiade Matematika,Propinsi,10,1,2.64
79,Olimpiade (Lainnya),Sekolah,0,0,0,0,7,1,3.20
80,Olimpiade Matematika,Kabupaten/Kodya,0,0,0,0,8,1,2.66
81,Penelitian,Sekolah,0,0,0,0,10,1,2.54
82,0,0,0,0,0,0,8,1,2.68
83,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,7,1,2.90
84,0,0,0,0,0,0,4,1,2.33
85,0,0,0,0,0,0,6,1,2.83
86,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,2,1,2.49
87,Olahraga,Nasional,0,0,0,0,1,1,2.44
88,0,0,0,0,0,0,7,1,2.38
89,0,0,0,0,0,0,3,1,3.24
90,0,0,0,0,0,0,3,1,2.82
91,0,0,0,0,0,0,2,1,2.24
92,0,0,0,0,0,0,2,1,3.33
93,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Olimpiade Fisika,Propinsi,6,1,2.11
94,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Olimpiade Biologi,Propinsi,3,0,0.21
95,0,0,0,0,0,0,2,1,2.74
96,0,0,0,0,0,0,0,0,0.39
97,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Nasional,0,0,10,1,2.19
98,Penelitian,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,1,2.82
99,0,0,0,0,0,0,0,1,2.89
100,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,4,0,0.83
101,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade Matematika,Propinsi,Olimpiade Matematika,Nasional,6,1,2.83
102,Olahraga,Propinsi,Olahraga,Propinsi,Olimpiade (Lainnya),Propinsi,5,1,3.28
103,Penelitian,Kabupaten/Kodya,Olahraga,Propinsi,Olahraga,Nasional,5,1,3.19
104,0,0,0,0,0,0,7,0,1.28
105,Penelitian,Kabupaten/Kodya,Seni Rupa/Lukis,Kabupaten/Kodya,Penelitian,Propinsi,6,1,2.13
106,Olimpiade (Lainnya),Sekolah,Olimpiade Komputer,Propinsi,0,0,6,1,3.13
107,0,0,0,0,0,0,6,0,1.15
108,0,0,0,0,0,0,5,1,3.18
109,0,0,0,0,0,0,6,1,2.86
110,0,0,0,0,0,0,7,0,2.54
111,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,Olimpiade Matematika,Propinsi,4,0,0.88
112,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olahraga,Kabupaten/Kodya,Penelitian,Propinsi,3,1,2.58
113,0,0,0,0,0,0,3,1,2.47
114,0,0,0,0,0,0,4,1,2.78
115,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,2,1,2.53
116,0,0,0,0,0,0,0,1,2.43
117,0,0,0,0,0,0,8,1,2.81
118,Seni Rupa/Lukis,Sekolah,0,0,0,0,7,1,2.50
119,0,0,0,0,0,0,2,0,2.18
120,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade Kimia,Propinsi,0,0,7,0,0.00
121,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade Matematika,Propinsi,0,0,4,1,2.00
122,0,0,0,0,0,0,4,1,2.74
123,Olimpiade Komputer,Propinsi,0,0,0,0,3,1,2.81
124,0,0,0,0,0,0,3,0,0.00
125,0,0,0,0,0,0,9,1,2.49
126,Penelitian,Sekolah,0,0,0,0,6,1,3.10
127,Olahraga,Kabupaten/Kodya,0,0,0,0,3,1,2.64
128,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,0,0,0.00
129,Olimpiade (Lainnya),Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade Matematika,Nasional,6,1,2.26
130,0,0,0,0,0,0,2,0,1.25
131,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,0,0,1,1,2.50
132,0,0,0,0,0,0,7,1,3.54
133,0,0,0,0,0,0,2,1,2.13
134,Olimpiade Matematika,Propinsi,Olimpiade Matematika,Propinsi,Olimpiade Kimia,Nasional,1,1,2.39
135,0,0,0,0,0,0,4,1,2.38
136,0,0,0,0,0,0,6,1,2.17
137,0,0,0,0,0,0,4,1,2.07
138,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,0,0,4,1,2.86
139,0,0,0,0,0,0,7,1,3.01
140,0,0,0,0,0,0,0,1,2.69
141,0,0,0,0,0,0,6,1,2.44
142,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Matematika,Kabupaten/Kodya,Olimpiade Matematika,Propinsi,7,0,0.17
143,0,0,0,0,0,0,3,1,3.18
144,0,0,0,0,0,0,8,1,2.75
145,Seni Suara/Musik,Propinsi,Drama/Sastra,Propinsi,Olimpiade (Lainnya),Nasional,9,1,2.57
146,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,0,1,2.96
147,0,0,0,0,0,0,1,1,2.46
148,0,0,0,0,0,0,9,1,2.49
149,Olimpiade (Lainnya),Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade Matematika,Nasional,3,1,2.89
150,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olahraga,Propinsi,3,1,2.21
151,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade (Lainnya),Nasional,0,0,3,1,2.19
152,0,0,0,0,0,0,1,0,0.00
153,0,0,0,0,0,0,4,1,3.44
154,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,7,1,2.94
155,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olahraga,Propinsi,9,1,2.82
156,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,10,1,2.80
157,Olahraga,Sekolah,Olahraga,Kabupaten/Kodya,Olahraga,Propinsi,9,1,3.06
158,Olimpiade Matematika,Propinsi,0,0,0,0,5,1,2.31
159,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Matematika,Nasional,0,0,2,0,0.00
160,0,0,0,0,0,0,3,1,2.51
161,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,0,0,0,2,1,2.51
162,0,0,0,0,0,0,6,1,2.51
163,0,0,0,0,0,0,2,1,2.81
164,0,0,0,0,0,0,7,1,2.71
165,0,0,0,0,0,0,7,1,2.82
166,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,7,1,2.64
167,0,0,0,0,0,0,6,1,3.00
168,0,0,0,0,0,0,6,0,0.00
169,0,0,0,0,0,0,4,1,2.45
170,0,0,0,0,0,0,3,0,0.00
171,0,0,0,0,0,0,7,1,2.58
172,0,0,0,0,0,0,0,1,2.08
173,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,0,1,3.55
174,0,0,0,0,0,0,7,1,2.00
175,0,0,0,0,0,0,5,1,2.46
176,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Drama/Sastra,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,6,0,0.17
177,0,0,0,0,0,0,1,1,3.61
178,Seni Rupa/Lukis,Sekolah,0,0,0,0,5,1,3.01
179,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Olahraga,Nasional,10,1,2.78
180,0,0,0,0,0,0,7,1,2.57
181,0,0,0,0,0,0,0,1,3.72
182,0,0,0,0,0,0,2,1,2.79
183,0,0,0,0,0,0,0,1,3.33
184,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Nasional,9,1,2.38
185,0,0,0,0,0,0,4,0,2.01
186,0,0,0,0,0,0,10,1,2.65
187,0,0,0,0,0,0,6,1,2.68
188,0,0,0,0,0,0,0,1,2.57
189,0,0,0,0,0,0,1,0,1.72
190,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,3,1,2.85
191,0,0,0,0,0,0,0,1,2.18
192,0,0,0,0,0,0,5,0,0.53
193,0,0,0,0,0,0,7,0,0.00
194,0,0,0,0,0,0,3,1,2.83
195,Penelitian,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,1,1,2.46
196,0,0,0,0,0,0,4,0,1.07
197,0,0,0,0,0,0,4,1,2.51
198,Seni Rupa/Lukis,Sekolah,Drama/Sastra,Kabupaten/Kodya,Seni Rupa/Lukis,Propinsi,6,1,2.14
199,0,0,0,0,0,0,4,1,2.67
200,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Olimpiade Komputer,Propinsi,0,0,2,1,2.76
201,Olimpiade Matematika,Propinsi,Olimpiade Biologi,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0.75
202,0,0,0,0,0,0,3,1,2.96
203,Pramuka/Organisasi Ekstrakurikuler,Propinsi,0,0,0,0,2,0,0.00
204,0,0,0,0,0,0,6,1,2.53
205,0,0,0,0,0,0,3,1,2.39
206,0,0,0,0,0,0,3,1,2.07
207,0,0,0,0,0,0,5,1,2.92
208,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade Matematika,Nasional,Olimpiade Fisika,Nasional,4,1,3.31
209,0,0,0,0,0,0,0,1,2.61
210,0,0,0,0,0,0,1,1,3.24
211,0,0,0,0,0,0,4,1,2.82
212,0,0,0,0,0,0,3,1,2.47
213,0,0,0,0,0,0,3,1,2.11
214,Olimpiade Fisika,Propinsi,0,0,0,0,6,1,2.19
215,Olimpiade Fisika,Propinsi,0,0,0,0,0,1,2.79
216,Olimpiade (Lainnya),Propinsi,Olimpiade Biologi,Propinsi,Olimpiade Biologi,Nasional,2,1,2.83
217,0,0,0,0,0,0,7,1,2.46
218,0,0,0,0,0,0,0,1,2.80
219,0,0,0,0,0,0,4,0,0.61
220,Olimpiade Fisika,Nasional,Olimpiade Fisika,Nasional,Drama/Sastra,Nasional,7,1,2.14
221,0,0,0,0,0,0,4,1,2.44
222,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade Matematika,Kabupaten/Kodya,0,0,7,1,2.68
223,0,0,0,0,0,0,6,1,2.94
224,Olahraga,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olahraga,Propinsi,1,1,2.74
225,0,0,0,0,0,0,4,0,0.00
226,Olimpiade Matematika,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,1,1,2.15
227,0,0,0,0,0,0,7,1,3.08
228,Penelitian,Kabupaten/Kodya,Penelitian,Nasional,0,0,4,1,2.42
229,0,0,0,0,0,0,4,1,3.03
230,Seni Tari,Internasional,0,0,0,0,1,1,2.47
231,0,0,0,0,0,0,10,1,2.26
232,0,0,0,0,0,0,2,0,0.97
233,0,0,0,0,0,0,3,1,2.36
234,Olimpiade (Lainnya),Sekolah,0,0,0,0,4,1,2.49
235,0,0,0,0,0,0,3,1,2.59
236,0,0,0,0,0,0,2,1,2.80
237,0,0,0,0,0,0,6,1,2.40
238,0,0,0,0,0,0,5,1,2.40
239,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Olimpiade (Lainnya),Nasional,7,1,2.58
240,0,0,0,0,0,0,5,1,2.89
241,0,0,0,0,0,0,0,1,3.14
242,0,0,0,0,0,0,0,1,2.85
243,Penelitian,Nasional,0,0,0,0,0,1,3.32
244,0,0,0,0,0,0,3,0,1.50
245,0,0,0,0,0,0,3,1,2.57
246,0,0,0,0,0,0,1,1,2.31
247,0,0,0,0,0,0,4,1,2.25
248,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Nasional,7,1,2.08
249,0,0,0,0,0,0,2,1,2.53
250,0,0,0,0,0,0,4,1,2.93
251,0,0,0,0,0,0,4,1,2.39
252,0,0,0,0,0,0,5,1,2.60
253,0,0,0,0,0,0,4,1,2.31
254,0,0,0,0,0,0,3,1,2.14
255,Seni Tari,Kabupaten/Kodya,Seni Tari,Kabupaten/Kodya,Seni Tari,Propinsi,3,1,2.28
256,0,0,0,0,0,0,6,1,2.92
257,0,0,0,0,0,0,8,1,2.85
258,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Olimpiade (Lainnya),Nasional,5,1,2.07
259,Drama/Sastra,Sekolah,0,0,0,0,2,1,2.31
260,0,0,0,0,0,0,2,1,2.42
261,0,0,0,0,0,0,7,1,2.83
262,0,0,0,0,0,0,8,1,3.17
263,0,0,0,0,0,0,0,0,0.17
264,0,0,0,0,0,0,3,1,2.15
265,Olimpiade (Lainnya),Kabupaten/Kodya,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,8,1,2.22
266,0,0,0,0,0,0,3,1,2.47
267,0,0,0,0,0,0,5,1,2.79
268,0,0,0,0,0,0,3,0,1.83
269,0,0,0,0,0,0,5,1,2.46
270,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,0,0,8,1,2.86
271,0,0,0,0,0,0,3,1,2.63
272,Olahraga,Propinsi,Olahraga,Nasional,Olahraga,Nasional,4,0,0.00
273,Olahraga,Sekolah,Olahraga,Sekolah,Olahraga,Sekolah,4,1,2.79
274,0,0,0,0,0,0,6,0,1.86
275,0,0,0,0,0,0,0,1,2.57
276,0,0,0,0,0,0,5,0,0.00
277,0,0,0,0,0,0,4,1,2.44
278,0,0,0,0,0,0,3,1,2.96
279,0,0,0,0,0,0,2,1,2.67
280,0,0,0,0,0,0,0,1,3.08
281,0,0,0,0,0,0,7,1,2.29
282,Seni Suara/Musik,Propinsi,0,0,0,0,3,1,2.39
283,Olimpiade (Lainnya),Nasional,0,0,0,0,0,1,3.19
284,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,3,0,1.61
285,0,0,0,0,0,0,4,1,2.06
286,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,0,Propinsi,4,1,2.46
287,0,0,0,0,0,0,7,1,2.65
288,0,0,0,0,0,0,7,1,2.25
289,0,0,0,0,0,0,3,1,2.22
290,0,0,0,0,0,0,2,1,2.68
291,Olimpiade (Lainnya),Sekolah,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Olimpiade Matematika,Kabupaten/Kodya,1,1,2.29
292,0,0,0,0,0,0,5,1,3.03
293,0,0,0,0,0,0,3,1,3.29
294,0,0,0,0,0,0,4,1,2.33
295,0,0,0,0,0,0,6,0,1.36
296,0,0,0,0,0,0,1,1,3.53
297,0,0,0,0,0,0,4,1,2.22
298,0,0,0,0,0,0,1,1,3.01
299,0,0,0,0,0,0,0,1,3.13
300,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,Pramuka/Organisasi Ekstrakurikuler,Sekolah,5,1,2.39
301,Olimpiade Kimia,Kabupaten/Kodya,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,1,0,1.76
302,0,0,0,0,0,0,3,1,2.11
303,Penelitian,Kabupaten/Kodya,Penelitian,Kabupaten/Kodya,Penelitian,Kabupaten/Kodya,3,1,2.76
304,0,0,0,0,0,0,4,1,2.18
305,0,0,0,0,0,0,8,1,2.26
306,Drama/Sastra,Sekolah,Penelitian,Nasional,0,Nasional,0,1,2.85
307,Pramuka/Organisasi Ekstrakurikuler,Internasional,0,0,0,0,9,1,2.00
308,0,0,0,0,0,0,4,1,2.63
309,0,0,0,0,0,0,3,1,2.42
310,0,0,0,0,0,0,4,1,2.31
311,0,0,0,0,0,0,3,1,2.68
312,0,0,0,0,0,0,4,1,2.04
313,0,0,0,0,0,0,6,1,2.43
314,0,0,0,0,0,0,2,1,2.63
315,0,0,0,0,0,0,3,1,2.40
316,0,0,0,0,0,0,4,1,2.46
317,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,1,1,2.57
318,0,0,0,0,0,0,7,1,2.32
319,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,Olimpiade (Lainnya),Propinsi,3,0,1.28
320,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Drama/Sastra,Sekolah,6,1,2.43
321,0,0,0,0,0,0,3,1,2.43
322,Olimpiade (Lainnya),Propinsi,Seni Suara/Musik,Propinsi,Seni Suara/Musik,Propinsi,3,1,2.33
323,0,0,0,0,0,0,4,1,2.40
324,0,0,0,0,0,0,5,1,2.93
325,0,0,0,0,0,0,4,1,2.14
326,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Seni Suara/Musik,Internasional,0,Internasional,0,1,2.89
327,Olimpiade Matematika,Kabupaten/Kodya,0,0,0,0,5,1,2.36
328,0,0,0,0,0,0,7,1,2.07
329,0,0,0,0,0,0,2,1,2.26
330,0,0,0,0,0,0,4,0,0.99
331,Olimpiade Geografi,Kabupaten/Kodya,0,0,0,0,2,1,2.86
332,0,0,0,0,0,0,2,1,3.14
333,Olimpiade (Lainnya),Kabupaten/Kodya,Penelitian,Nasional,Penelitian,Nasional,6,1,2.33
334,0,0,0,0,0,0,7,1,2.38
335,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Pramuka/Organisasi Ekstrakurikuler,Propinsi,2,1,2.42
336,0,0,0,0,0,0,2,1,2.90
337,0,0,0,0,0,0,5,1,2.44
338,Olimpiade Astronomi & Astrofisika,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,Olahraga,Kabupaten/Kodya,4,1,2.22
339,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,3,1,2.83
340,0,0,0,0,0,0,0,1,2.18
341,Drama/Sastra,Propinsi,0,0,0,0,5,1,2.06
342,0,0,0,0,0,0,2,1,2.82
343,0,0,0,0,0,0,3,1,3.01
344,0,0,0,0,0,0,2,1,3.18
345,0,0,0,0,0,0,3,1,2.13
346,Pramuka/Organisasi Ekstrakurikuler,Sekolah,0,0,0,0,2,1,2.68
347,Olimpiade (Lainnya),Sekolah,Olimpiade (Lainnya),Sekolah,Drama/Sastra,Sekolah,4,1,2.74
348,0,0,0,0,0,0,5,1,2.64
349,0,0,0,0,0,0,3,0,1.88
350,0,0,0,0,0,0,3,0,2.11
351,0,0,0,0,0,0,2,1,2.64
352,0,0,0,0,0,0,5,1,2.75
353,0,0,0,0,0,0,3,1,2.97
354,Olimpiade Fisika,Kabupaten/Kodya,Penelitian,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,7,1,2.64
355,0,0,0,0,0,0,4,1,2.56
356,0,0,0,0,0,0,6,1,2.90
357,0,0,0,0,0,0,2,1,2.64
358,Olimpiade Fisika,Kabupaten/Kodya,Olimpiade Fisika,Propinsi,Olimpiade (Lainnya),Propinsi,0,0,0.00
359,0,0,0,0,0,0,4,1,2.40
360,0,0,0,0,0,0,7,1,2.58
361,0,0,0,0,0,0,8,1,3.00
362,0,0,0,0,0,0,7,0,1.44
363,0,0,0,0,0,0,6,1,3.01
364,Seni Rupa/Lukis,Kabupaten/Kodya,Seni Tari,Kabupaten/Kodya,Seni Tari,Kabupaten/Kodya,7,0,0.00
365,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,6,1,2.76
366,0,0,0,0,0,0,5,1,2.79
367,0,0,0,0,0,0,6,0,1.38
368,0,0,0,0,0,0,2,1,2.76
369,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,0,0,1,1,2.11
370,Olahraga,Propinsi,Olahraga,Propinsi,0,Propinsi,5,1,2.46
371,0,0,0,0,0,0,6,1,2.69
372,0,0,0,0,0,0,2,1,2.49
373,0,0,0,0,0,0,1,1,2.53
374,Olimpiade (Lainnya),Kabupaten/Kodya,0,0,0,0,4,1,2.47
375,0,0,0,0,0,0,8,1,2.11
376,0,0,0,0,0,0,6,1,2.67
377,Olimpiade Matematika,Nasional,Olimpiade Matematika,Nasional,Olimpiade Kimia,Nasional,4,1,2.33
378,0,0,0,0,0,0,3,1,2.25
379,0,0,0,0,0,0,5,0,0.00
380,0,0,0,0,0,0,2,1,2.53
381,0,0,0,0,0,0,2,1,2.49
382,0,0,0,0,0,0,7,1,2.44
383,0,0,0,0,0,0,7,1,2.75
384,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kodya,6,1,2.67
